Comment[ENA_RUN],Source Name,Comment[ENA_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell type],Characteristics[division pattern],Characteristics[single cell well quality],Characteristics[batch],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[single cell isolation],Comment[library construction],Comment[end bias],Comment[input molecule],Comment[primer],Comment[spike in],Comment[spike in dilution],Comment[spike sequence file],Comment[spike concentration file],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[developmental stage],Factor Value[division pattern],Factor Value[single cell identifier],ct
ERR1231444,2cell_7_A,ERS1046976,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_7_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample27_,sequencing assay,ERX1303383,Goolam_et_al_2015_Batch3_Sample27_1.fq.gz,Goolam_et_al_2015_Batch3_Sample27_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231444/ERR1231444_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_7_A,2C
ERR1231444,2cell_7_A,ERS1046976,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_7_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample27_,sequencing assay,ERX1303383,Goolam_et_al_2015_Batch3_Sample27_2.fq.gz,Goolam_et_al_2015_Batch3_Sample27_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231444/ERR1231444_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_7_A,2C
ERR1231445,2cell_7_B,ERS1046977,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_7_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample39_,sequencing assay,ERX1303384,Goolam_et_al_2015_Batch3_Sample39_1.fq.gz,Goolam_et_al_2015_Batch3_Sample39_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231445/ERR1231445_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_7_B,2C
ERR1231445,2cell_7_B,ERS1046977,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_7_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample39_,sequencing assay,ERX1303384,Goolam_et_al_2015_Batch3_Sample39_2.fq.gz,Goolam_et_al_2015_Batch3_Sample39_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231445/ERR1231445_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_7_B,2C
ERR1231446,2cell_8_A,ERS1046978,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_8_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample51_,sequencing assay,ERX1303385,Goolam_et_al_2015_Batch3_Sample51_1.fq.gz,Goolam_et_al_2015_Batch3_Sample51_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231446/ERR1231446_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_8_A,2C
ERR1231446,2cell_8_A,ERS1046978,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_8_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample51_,sequencing assay,ERX1303385,Goolam_et_al_2015_Batch3_Sample51_2.fq.gz,Goolam_et_al_2015_Batch3_Sample51_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231446/ERR1231446_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_8_A,2C
ERR1231447,2cell_8_B,ERS1046979,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_8_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample63_,sequencing assay,ERX1303386,Goolam_et_al_2015_Batch3_Sample63_1.fq.gz,Goolam_et_al_2015_Batch3_Sample63_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231447/ERR1231447_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_8_B,2C
ERR1231447,2cell_8_B,ERS1046979,Mus musculus,C57BL/6 x CBA,cleavage 2-cell,embryo,blastoderm cell,not applicable,OK,3,cell,P-MTAB-43329,  ,P-MTAB-43332,2cell_8_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch3_Sample63_,sequencing assay,ERX1303386,Goolam_et_al_2015_Batch3_Sample63_2.fq.gz,Goolam_et_al_2015_Batch3_Sample63_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231447/ERR1231447_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 2-cell,not applicable,2cell_8_B,2C
ERR1229160,EE_4cell_1_A,ERS1043851,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample30_,sequencing assay,ERX1301212,Goolam_et_al_2015_Batch1_Sample30_1.fq.gz,Goolam_et_al_2015_Batch1_Sample30_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1229160/ERR1229160_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_A,4C
ERR1229160,EE_4cell_1_A,ERS1043851,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample30_,sequencing assay,ERX1301212,Goolam_et_al_2015_Batch1_Sample30_2.fq.gz,Goolam_et_al_2015_Batch1_Sample30_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1229160/ERR1229160_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_A,4C
ERR1229161,EE_4cell_1_B,ERS1043852,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample42_,sequencing assay,ERX1301213,Goolam_et_al_2015_Batch1_Sample42_1.fq.gz,Goolam_et_al_2015_Batch1_Sample42_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1229161/ERR1229161_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_B,4C
ERR1229161,EE_4cell_1_B,ERS1043852,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample42_,sequencing assay,ERX1301213,Goolam_et_al_2015_Batch1_Sample42_2.fq.gz,Goolam_et_al_2015_Batch1_Sample42_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1229161/ERR1229161_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_B,4C
ERR1229162,EE_4cell_1_C,ERS1043853,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample54_,sequencing assay,ERX1301214,Goolam_et_al_2015_Batch1_Sample54_1.fq.gz,Goolam_et_al_2015_Batch1_Sample54_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1229162/ERR1229162_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_C,4C
ERR1229162,EE_4cell_1_C,ERS1043853,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample54_,sequencing assay,ERX1301214,Goolam_et_al_2015_Batch1_Sample54_2.fq.gz,Goolam_et_al_2015_Batch1_Sample54_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1229162/ERR1229162_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_C,4C
ERR1229163,EE_4cell_1_D,ERS1043854,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample66_,sequencing assay,ERX1301215,Goolam_et_al_2015_Batch1_Sample66_1.fq.gz,Goolam_et_al_2015_Batch1_Sample66_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1229163/ERR1229163_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_D,4C
ERR1229163,EE_4cell_1_D,ERS1043854,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - equatorial,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EE_4cell_1_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample66_,sequencing assay,ERX1301215,Goolam_et_al_2015_Batch1_Sample66_2.fq.gz,Goolam_et_al_2015_Batch1_Sample66_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1229163/ERR1229163_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - equatorial,EE_4cell_1_D,4C
ERR1229164,EM_4cell_1_A,ERS1043855,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample27_,sequencing assay,ERX1301216,Goolam_et_al_2015_Batch1_Sample27_1.fq.gz,Goolam_et_al_2015_Batch1_Sample27_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229164/ERR1229164_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_A,4C
ERR1229164,EM_4cell_1_A,ERS1043855,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample27_,sequencing assay,ERX1301216,Goolam_et_al_2015_Batch1_Sample27_2.fq.gz,Goolam_et_al_2015_Batch1_Sample27_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229164/ERR1229164_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_A,4C
ERR1229165,EM_4cell_1_B,ERS1043856,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample39_,sequencing assay,ERX1301217,Goolam_et_al_2015_Batch1_Sample39_1.fq.gz,Goolam_et_al_2015_Batch1_Sample39_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229165/ERR1229165_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_B,4C
ERR1229165,EM_4cell_1_B,ERS1043856,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample39_,sequencing assay,ERX1301217,Goolam_et_al_2015_Batch1_Sample39_2.fq.gz,Goolam_et_al_2015_Batch1_Sample39_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229165/ERR1229165_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_B,4C
ERR1229166,EM_4cell_1_C,ERS1043857,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample51_,sequencing assay,ERX1301218,Goolam_et_al_2015_Batch1_Sample51_1.fq.gz,Goolam_et_al_2015_Batch1_Sample51_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229166/ERR1229166_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_C,4C
ERR1229166,EM_4cell_1_C,ERS1043857,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample51_,sequencing assay,ERX1301218,Goolam_et_al_2015_Batch1_Sample51_2.fq.gz,Goolam_et_al_2015_Batch1_Sample51_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229166/ERR1229166_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_C,4C
ERR1229167,EM_4cell_1_D,ERS1043858,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample63_,sequencing assay,ERX1301219,Goolam_et_al_2015_Batch1_Sample63_1.fq.gz,Goolam_et_al_2015_Batch1_Sample63_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229167/ERR1229167_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_D,4C
ERR1229167,EM_4cell_1_D,ERS1043858,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,1,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_1_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample63_,sequencing assay,ERX1301219,Goolam_et_al_2015_Batch1_Sample63_2.fq.gz,Goolam_et_al_2015_Batch1_Sample63_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229167/ERR1229167_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_1_D,4C
